trace_id,rule_evaluated,impact_label,sampling_strategy,split,source_file,dsl_input,baseline_target
case_0,COMPLIANT,0_COMPLIANT,impact_balanced,train,app\validation\data\user_rights\access_valid.xes,"validate gdpr impact: rule: COMPLIANCE_CHECK | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: verify_request_identity[BEFORE] -> USER_RIGHT_REQUEST -> provide_data_copy[AFTER] -> respond_user_right[AFTER] | return only 0, 1 or 2",valid | violations: none | warnings: none
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
case_0,DATA_TRANSFER_INTERNATIONAL_FORBIDDEN,2_WARNING,impact_balanced,validation,app\validation\data\data_transfer\invalid_forbidden_safeguard.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:eu; safeguard:none; consent:not_needed | trace: verify_international_safeguard[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_INTERNATIONAL_FORBIDDEN@Transfer Data
case_0,DATA_ACCESS_CONTROL_FORBIDDEN,2_WARNING,impact_balanced,test,app\validation\data\data_access\data_access_invalid_standard.xes,"validate gdpr impact: rule: DATA_ACCESS | context: legal_basis:none; data_category:DataCategory.STANDARD; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: access_control_check[BEFORE] -> DATA_ACCESS | return only 0, 1 or 2",valid | violations: none | warnings: DATA_ACCESS_CONTROL_FORBIDDEN@Access Data
case_0,DATA_TRANSFER_THIRD_PARTY_FORBIDDEN,2_WARNING,impact_balanced,train,app\validation\data\data_transfer\invalid_forbidden_third_party.xes,"validate gdpr impact: rule: DATA_TRANSFER | context: legal_basis:none; data_category:none; retention:none; third_party:false; international:none; safeguard:none; consent:not_needed | trace: check_third_party_agreement[BEFORE] -> DATA_TRANSFER | return only 0, 1 or 2",valid | violations: none | warnings: DATA_TRANSFER_THIRD_PARTY_FORBIDDEN@Transfer Data
